ID,tempo_desloc_minutos,faltas,cod_cor_favorita,quant_irmaos,horas_estudo,fez_atividade_extra,cod_letra_turma,nota_p1,nota_p2,nota_p3,recuperacao,situacao
4840,147,23,0,2,29,1,3,5.96,8.12,-1.0,0,reprovado
4841,49,5,2,1,50,0,2,1.64,4.06,7.45,1,reprovado
4842,31,10,0,4,34,1,3,5.75,4.98,8.05,1,aprovado
4843,102,10,1,1,38,1,2,5.92,4.8,8.84,1,aprovado
4844,70,7,6,2,38,1,0,1.58,8.91,6.24,1,aprovado
4845,52,8,2,2,29,0,1,2.62,4.58,7.5,1,aprovado
4846,29,10,1,1,68,1,1,0.15,8.86,10.0,1,aprovado
4847,56,16,3,0,69,1,2,2.65,10.0,10.0,1,aprovado
4848,74,8,2,3,78,1,2,3.36,10.0,10.0,1,aprovado
4849,86,15,4,3,20,0,3,8.95,6.35,-1.0,0,aprovado
4850,131,14,5,3,45,0,1,4.59,4.08,8.85,1,aprovado
4851,25,8,6,1,11,0,1,5.98,6.12,-1.0,0,aprovado
4852,46,7,5,3,32,0,3,7.22,7.74,-1.0,0,aprovado
4853,65,15,2,2,65,1,2,4.3,10.0,10.0,1,aprovado
4854,65,14,2,1,35,0,2,5.44,4.04,7.36,1,aprovado
4855,57,14,2,1,30,0,1,1.86,5.95,5.38,1,reprovado
4856,56,13,0,1,26,1,3,2.18,7.07,4.71,1,reprovado
4857,25,3,1,2,18,1,2,8.78,8.88,-1.0,0,aprovado
4858,62,12,2,2,40,1,2,5.91,9.62,-1.0,0,aprovado
4859,71,11,3,0,38,1,2,5.76,10.0,-1.0,0,aprovado
4860,63,11,7,0,40,1,2,1.97,7.27,9.07,1,aprovado
4861,74,8,7,4,76,0,2,2.07,8.21,9.66,1,aprovado
4862,83,13,7,4,29,1,2,3.41,8.09,5.36,1,aprovado
4863,137,14,2,0,61,0,1,1.29,7.24,10.0,1,aprovado
4864,126,23,4,3,27,0,2,6.04,6.98,-1.0,0,reprovado
4865,104,13,1,4,54,1,2,1.68,8.16,8.57,1,aprovado
4866,112,13,2,0,31,1,3,5.72,9.26,-1.0,0,aprovado
4867,109,21,4,0,3,1,0,8.04,6.76,-1.0,0,reprovado
4868,105,12,2,0,31,1,2,7.4,8.1,-1.0,0,aprovado
4869,144,23,4,2,49,0,0,0.26,3.8,7.12,1,reprovado
4870,83,10,4,1,28,0,2,1.71,2.36,7.14,1,reprovado
4871,72,10,6,2,50,1,0,1.4,9.23,10.0,1,aprovado
4872,68,10,5,2,35,0,1,4.79,2.2,7.76,1,aprovado
4873,120,13,0,1,39,0,2,5.34,4.2,8.57,1,aprovado
4874,117,20,7,3,56,0,2,2.76,6.7,10.0,1,aprovado
4875,112,11,2,1,61,1,3,2.91,10.0,9.94,1,aprovado
4876,35,6,1,0,25,1,0,7.35,9.98,-1.0,0,aprovado
4877,149,25,5,4,37,1,3,7.72,4.64,8.32,1,reprovado
4878,138,18,0,2,68,0,0,3.08,6.27,10.0,1,aprovado
4879,30,12,3,2,39,1,0,4.4,5.8,7.88,1,aprovado
4880,19,6,6,0,32,0,2,7.14,1.8,4.2,1,reprovado
4881,85,13,3,0,27,1,0,6.86,6.46,-1.0,0,aprovado
4882,108,17,7,0,28,0,2,7.29,5.66,-1.0,0,aprovado
4883,106,19,4,2,34,1,0,6.48,4.11,6.27,1,aprovado
4884,104,10,2,3,38,0,3,1.21,6.15,7.45,1,aprovado
4885,44,5,5,0,64,0,0,1.05,9.13,10.0,1,aprovado
4886,80,9,5,2,30,0,1,2.08,4.49,5.86,1,reprovado
4887,98,15,4,1,50,0,3,0.1,8.01,6.43,1,aprovado
4888,66,7,1,1,42,0,1,5.0,8.93,-1.0,0,aprovado
4889,93,17,2,0,64,0,2,3.21,9.46,10.0,1,aprovado
4890,124,15,2,1,28,0,2,6.75,6.87,-1.0,0,aprovado
4891,75,8,1,0,44,1,2,7.83,10.0,-1.0,0,aprovado
4892,57,8,7,4,17,1,0,8.35,6.36,-1.0,0,aprovado
4893,93,11,5,4,46,0,2,7.34,4.21,9.3,1,aprovado
4894,26,10,6,1,45,1,2,1.49,8.68,8.75,1,aprovado
4895,115,12,4,0,25,0,0,8.41,6.96,-1.0,0,aprovado
4896,49,8,7,2,7,1,1,7.0,5.35,-1.0,0,aprovado
4897,142,21,3,3,32,0,3,6.18,6.47,-1.0,0,reprovado
4898,145,22,2,0,38,1,2,6.92,9.92,-1.0,0,reprovado
4899,36,9,3,0,35,1,1,7.17,6.64,-1.0,0,aprovado
4900,61,12,6,0,34,0,3,6.73,3.99,9.13,1,aprovado
4901,53,11,5,1,36,0,0,5.9,7.92,-1.0,0,aprovado
4902,122,12,6,0,39,0,0,9.52,8.25,-1.0,0,aprovado
4903,21,9,2,3,39,1,3,7.43,4.47,7.52,1,aprovado
4904,73,16,3,4,44,0,1,8.89,4.96,7.53,1,aprovado
4905,141,22,5,0,20,1,2,4.29,3.7,7.12,1,reprovado
4906,28,5,0,4,39,0,3,5.49,8.44,-1.0,0,aprovado
4907,144,18,5,3,20,1,2,8.3,7.43,-1.0,0,aprovado
4908,88,15,2,1,26,1,2,7.76,4.61,6.75,1,aprovado
4909,25,3,1,4,54,1,0,4.41,8.94,8.82,1,aprovado
4910,148,16,0,1,58,0,1,2.64,7.57,10.0,1,aprovado
4911,38,9,7,3,29,0,3,9.75,7.1,-1.0,0,aprovado
4912,25,3,7,1,56,1,2,2.79,8.28,10.0,1,aprovado
4913,48,8,5,4,41,1,0,8.94,10.0,-1.0,0,aprovado
4914,30,9,7,4,62,1,2,2.13,10.0,10.0,1,aprovado
4915,109,14,5,2,19,1,0,8.54,9.28,-1.0,0,aprovado
4916,141,22,2,0,26,0,3,2.85,3.05,3.47,1,reprovado
4917,21,2,1,0,50,1,0,2.08,9.77,6.28,1,aprovado
4918,53,5,4,3,46,1,0,8.48,7.87,-1.0,0,aprovado
4919,133,19,5,3,26,1,0,3.48,5.25,5.24,1,reprovado
4920,94,18,0,1,44,1,2,2.66,8.54,9.94,1,aprovado
4921,34,10,2,1,61,0,1,4.35,5.64,9.34,1,aprovado
4922,24,10,6,1,50,1,0,1.7,7.82,9.86,1,aprovado
4923,51,13,5,4,29,1,3,9.04,10.0,-1.0,0,aprovado
4924,70,10,7,2,43,1,2,8.51,10.0,-1.0,0,aprovado
4925,60,7,4,3,78,0,3,2.34,8.53,10.0,1,aprovado
4926,72,17,7,3,4,1,1,6.7,6.74,-1.0,0,aprovado
4927,146,24,5,3,41,0,1,3.3,6.4,5.64,1,reprovado
4928,70,9,2,0,24,1,0,6.55,5.83,-1.0,0,aprovado
4929,139,18,5,1,32,1,1,5.38,9.3,-1.0,0,aprovado
4930,96,17,2,3,54,1,0,0.69,10.0,10.0,1,aprovado
4931,119,17,0,3,62,1,3,0.44,9.48,10.0,1,aprovado
4932,94,17,5,2,32,1,3,1.3,4.59,8.1,1,aprovado
4933,79,18,0,2,42,0,2,7.03,3.92,8.13,1,aprovado
4934,117,18,3,3,69,1,2,1.94,10.0,10.0,1,aprovado
4935,90,18,6,1,26,1,0,6.08,10.0,-1.0,0,aprovado
4936,61,16,3,2,34,0,0,6.88,1.83,8.72,1,aprovado
4937,41,10,4,4,26,0,3,6.19,1.06,6.81,1,aprovado
4938,72,8,3,2,37,1,2,9.13,4.88,9.59,1,aprovado
4939,79,15,1,1,66,1,1,3.47,9.27,10.0,1,aprovado
4940,93,13,5,3,42,1,0,1.45,5.42,9.36,1,aprovado
4941,106,19,0,3,27,1,0,8.27,9.72,-1.0,0,aprovado
4942,100,17,5,2,72,1,1,0.01,10.0,10.0,1,aprovado
4943,71,13,7,1,30,0,1,3.93,6.12,6.11,1,aprovado
4944,36,6,1,1,46,1,3,9.96,9.83,-1.0,0,aprovado
4945,31,9,2,1,25,1,2,6.42,5.5,-1.0,0,reprovado
4946,150,22,7,3,34,0,2,1.62,3.69,5.55,1,reprovado
4947,115,21,7,0,50,0,2,0.3,8.25,6.55,1,reprovado
4948,54,15,3,4,56,1,2,3.28,8.74,8.25,1,aprovado
4949,136,14,6,2,34,0,2,4.78,6.45,6.61,1,aprovado
4950,46,9,1,3,28,1,1,2.83,5.66,7.42,1,aprovado
4951,122,21,6,1,14,1,2,8.19,5.64,-1.0,0,reprovado
4952,107,16,7,2,42,0,2,3.89,6.65,8.18,1,aprovado
4953,145,23,3,2,20,1,3,7.57,6.5,-1.0,0,reprovado
4954,91,18,2,0,17,1,1,6.29,5.78,-1.0,0,aprovado
4955,81,11,6,4,74,1,2,4.95,10.0,10.0,1,aprovado
4956,17,4,7,4,65,0,3,0.68,9.93,10.0,1,aprovado
4957,99,15,2,0,35,0,3,9.06,7.64,-1.0,0,aprovado
4958,83,16,2,1,48,0,3,2.25,7.87,6.89,1,aprovado
4959,86,15,4,2,62,1,0,0.61,10.0,10.0,1,aprovado
4960,26,7,7,1,41,0,3,5.4,4.16,9.16,1,aprovado
4961,41,11,7,1,68,0,3,1.12,10.0,9.11,1,aprovado
4962,118,19,7,3,26,0,1,1.57,3.39,5.73,1,reprovado
4963,31,4,3,4,61,0,0,2.92,9.46,10.0,1,aprovado
4964,123,18,6,3,35,1,3,1.7,4.26,5.06,1,reprovado
4965,94,16,2,2,54,1,1,4.65,10.0,9.52,1,aprovado
4966,127,20,7,3,26,1,0,0.42,5.35,6.11,1,reprovado
4967,132,18,5,4,32,0,3,6.1,3.08,4.76,1,reprovado
4968,143,15,0,2,40,1,1,0.55,5.7,6.71,1,aprovado
4969,47,10,7,0,25,1,0,9.97,6.06,-1.0,0,aprovado
4970,61,13,1,0,9,1,2,9.5,7.98,-1.0,0,aprovado
4971,130,23,6,3,25,1,3,8.24,8.15,-1.0,0,reprovado
4972,44,7,6,2,71,0,2,2.1,8.38,10.0,1,aprovado
4973,104,13,0,2,44,1,1,3.23,8.7,9.13,1,aprovado
4974,59,8,1,0,27,1,0,8.16,8.88,-1.0,0,aprovado
4975,130,22,1,4,66,0,2,3.28,8.61,10.0,1,reprovado
4976,129,13,3,3,54,0,0,4.72,7.55,7.38,1,aprovado
4977,65,11,1,1,49,0,2,1.87,7.66,10.0,1,aprovado
4978,116,18,3,4,16,1,3,8.76,8.27,-1.0,0,aprovado
4979,91,17,4,4,29,0,2,9.84,3.14,8.41,1,aprovado
4980,48,7,7,4,46,0,1,7.85,9.86,-1.0,0,aprovado
4981,20,11,4,4,35,1,1,2.75,4.32,8.54,1,aprovado
4982,83,14,3,0,71,1,2,4.47,10.0,9.72,1,aprovado
4983,68,9,2,0,29,0,0,5.03,1.88,6.6,1,reprovado
4984,144,14,0,2,52,1,0,1.92,10.0,8.96,1,aprovado
4985,124,12,0,4,44,0,3,0.79,6.64,9.78,1,aprovado
4986,16,10,5,3,26,0,2,8.65,4.26,4.25,1,aprovado
4987,85,13,3,0,64,0,3,2.11,6.43,10.0,1,aprovado
4988,42,9,5,4,76,1,2,1.2,10.0,10.0,1,aprovado
4989,35,10,7,4,44,1,0,7.59,7.74,-1.0,0,aprovado
4990,32,13,4,3,58,0,0,2.35,8.25,7.9,1,aprovado
4991,109,11,4,3,40,1,1,9.79,10.0,-1.0,0,aprovado
4992,34,8,0,0,44,1,0,4.21,7.09,8.63,1,aprovado
4993,89,19,4,1,41,1,2,2.1,7.1,5.76,1,aprovado
4994,15,7,6,0,18,1,0,8.51,8.28,-1.0,0,aprovado
4995,22,4,2,3,54,1,2,3.59,10.0,9.49,1,aprovado
4996,19,6,4,0,33,0,3,8.65,8.56,-1.0,0,aprovado
4997,99,13,1,4,38,1,3,3.23,4.41,6.42,1,reprovado
4998,130,23,4,0,34,0,0,7.57,5.25,-1.0,0,reprovado
4999,40,10,3,3,36,1,0,6.27,6.63,-1.0,0,aprovado
5000,107,11,5,4,45,1,3,1.55,6.08,6.92,1,aprovado
5001,18,12,2,4,50,0,2,0.33,7.71,9.3,1,aprovado
5002,26,10,0,3,42,1,1,1.92,5.52,7.09,1,aprovado
5003,119,12,4,1,41,0,2,5.67,7.42,-1.0,0,aprovado
5004,34,8,4,4,33,1,0,8.05,3.7,4.42,1,aprovado
5005,33,10,3,0,9,0,3,5.54,5.98,-1.0,0,reprovado
5006,146,25,4,1,10,1,0,8.21,5.79,-1.0,0,reprovado
5007,41,9,4,1,52,1,2,0.08,9.51,8.43,1,aprovado
5008,97,14,6,2,9,1,0,8.43,6.44,-1.0,0,aprovado
5009,129,14,0,1,50,0,1,0.61,5.03,8.74,1,aprovado
5010,125,15,1,4,35,0,2,1.1,5.4,7.38,1,aprovado
5011,102,12,2,0,11,1,3,9.29,7.32,-1.0,0,aprovado
5012,91,10,0,0,19,1,0,5.17,5.48,-1.0,0,reprovado
5013,20,7,7,2,78,1,3,1.23,10.0,10.0,1,aprovado
5014,62,10,3,4,34,0,3,2.22,3.29,6.22,1,reprovado
5015,58,16,0,2,70,1,3,1.75,9.82,9.75,1,aprovado
5016,18,6,5,4,41,1,0,3.43,4.96,7.85,1,aprovado
5017,116,13,7,1,26,1,3,1.53,5.21,5.59,1,reprovado
5018,46,12,5,2,40,1,0,9.54,10.0,-1.0,0,aprovado
5019,36,8,5,4,74,0,0,3.73,10.0,10.0,1,aprovado
5020,123,13,5,1,62,0,1,2.56,8.01,8.46,1,aprovado
5021,149,15,2,1,34,1,0,4.8,6.97,6.55,1,aprovado
5022,59,8,1,2,30,0,1,3.84,2.93,6.21,1,reprovado
5023,43,9,3,2,30,0,0,9.89,5.62,-1.0,0,aprovado
5024,30,6,2,0,30,0,2,2.19,1.82,4.08,1,reprovado
5025,123,16,4,0,41,0,1,3.03,5.03,8.52,1,aprovado
5026,22,4,5,4,16,1,2,9.65,8.84,-1.0,0,aprovado
5027,21,6,2,0,43,1,3,9.43,10.0,-1.0,0,aprovado
5028,136,20,7,2,37,1,1,6.13,10.0,-1.0,0,aprovado
5029,34,9,5,3,50,1,0,0.64,7.66,7.09,1,aprovado
5030,129,19,3,4,52,0,1,7.07,4.2,7.07,1,aprovado
5031,42,4,4,2,30,1,3,6.17,6.39,-1.0,0,aprovado
5032,39,6,7,2,39,1,0,0.66,6.22,7.74,1,aprovado
5033,72,8,2,4,51,0,1,2.36,4.44,10.0,1,aprovado
5034,34,13,6,2,49,1,3,4.32,7.7,8.56,1,aprovado
5035,139,15,5,0,51,0,0,1.15,8.4,7.02,1,aprovado
5036,30,13,7,2,27,1,0,9.14,7.96,-1.0,0,aprovado
5037,17,8,4,1,41,1,1,1.82,6.14,9.12,1,aprovado
5038,88,13,3,0,33,1,3,7.12,8.62,-1.0,0,aprovado
5039,21,12,0,3,10,0,2,5.2,6.13,-1.0,0,reprovado
5040,142,14,4,0,15,1,2,5.29,8.0,-1.0,0,aprovado
5041,145,17,2,2,30,1,2,6.03,6.78,-1.0,0,aprovado
5042,114,19,0,2,51,1,2,4.28,9.56,6.96,1,aprovado
5043,149,22,1,3,36,0,1,0.76,4.23,5.94,1,reprovado
5044,121,19,4,1,39,1,2,4.39,5.58,8.06,1,aprovado
5045,41,11,1,3,24,1,2,6.41,5.61,-1.0,0,aprovado
5046,69,17,4,2,30,1,2,7.92,8.94,-1.0,0,aprovado
5047,22,12,0,3,7,1,3,7.25,6.04,-1.0,0,aprovado
5048,110,12,3,0,64,0,0,3.38,9.39,9.31,1,aprovado
5049,53,15,5,0,36,1,1,4.71,6.78,6.41,1,aprovado
5050,47,15,5,2,72,0,2,2.59,10.0,9.52,1,aprovado
5051,135,16,5,2,54,0,3,2.89,5.03,10.0,1,aprovado
5052,84,10,4,4,38,0,1,2.16,2.89,6.13,1,reprovado
5053,15,4,6,3,60,0,0,4.19,8.58,10.0,1,aprovado
5054,42,13,7,0,30,1,3,7.25,6.91,-1.0,0,aprovado
5055,58,7,0,1,72,0,1,3.74,10.0,10.0,1,aprovado
5056,64,12,0,0,26,0,2,7.9,7.73,-1.0,0,aprovado
5057,114,19,1,4,36,0,2,9.11,3.76,5.59,1,aprovado
5058,79,8,4,0,10,1,0,5.81,6.64,-1.0,0,aprovado
5059,23,2,6,3,35,0,3,5.38,8.34,-1.0,0,aprovado
5060,51,6,2,2,65,0,0,2.45,8.64,10.0,1,aprovado
5061,60,14,6,2,30,1,0,8.91,6.15,-1.0,0,aprovado
5062,84,10,3,1,27,1,2,6.79,3.1,4.81,1,reprovado
5063,35,6,0,3,37,0,3,7.91,4.46,7.72,1,aprovado
5064,100,14,3,3,13,1,3,9.13,5.62,-1.0,0,aprovado
5065,36,11,6,4,41,1,3,4.87,8.44,7.7,1,aprovado
5066,45,6,3,2,75,0,0,1.04,7.92,10.0,1,aprovado
5067,57,6,7,2,50,0,3,1.48,6.38,6.4,1,aprovado
5068,76,18,4,4,40,1,2,6.3,8.25,-1.0,0,aprovado
5069,23,3,1,3,61,1,1,2.79,8.96,10.0,1,aprovado
5070,48,14,3,4,61,0,1,4.68,5.74,10.0,1,aprovado
5071,112,18,6,2,51,0,0,0.77,4.62,9.44,1,aprovado
5072,124,13,5,2,41,1,2,6.63,10.0,-1.0,0,aprovado
5073,82,17,7,1,55,0,0,1.99,8.78,8.52,1,aprovado
5074,67,9,2,3,49,0,1,3.22,4.97,7.76,1,aprovado
5075,116,21,5,0,66,0,0,0.1,7.78,10.0,1,reprovado
5076,75,17,2,3,28,1,3,1.76,3.39,5.96,1,reprovado
5077,101,12,5,3,71,0,1,1.14,9.36,10.0,1,aprovado
5078,52,13,2,1,45,0,2,1.31,5.35,9.59,1,aprovado
5079,137,20,6,3,23,1,0,9.68,5.68,-1.0,0,aprovado
5080,81,14,5,3,3,1,1,8.64,5.18,-1.0,0,aprovado
5081,75,11,4,4,16,1,0,9.98,5.09,-1.0,0,aprovado
5082,43,12,2,3,56,0,3,3.52,7.09,9.72,1,aprovado
5083,20,5,5,2,34,0,3,4.82,2.68,4.97,1,reprovado
5084,108,15,3,0,60,1,3,0.14,10.0,10.0,1,aprovado
5085,75,10,7,2,32,0,0,8.96,3.87,6.25,1,aprovado
5086,60,16,3,1,55,1,1,4.99,9.9,10.0,1,aprovado
5087,98,19,7,1,39,1,3,2.6,8.18,9.59,1,aprovado
5088,145,16,4,3,62,0,0,2.14,10.0,10.0,1,aprovado
5089,143,14,6,4,70,1,0,1.05,10.0,8.9,1,aprovado
5090,30,5,3,3,65,0,1,2.63,6.98,9.64,1,aprovado
5091,47,11,5,1,64,0,2,1.86,6.17,10.0,1,aprovado
5092,138,19,2,2,39,0,0,1.8,2.62,5.36,1,reprovado
5093,63,11,2,2,30,0,3,7.78,4.58,5.44,1,aprovado
5094,32,12,6,2,50,1,1,4.23,6.88,9.16,1,aprovado
5095,124,17,0,3,11,1,2,8.14,5.4,-1.0,0,aprovado
5096,93,17,7,0,7,0,0,9.08,5.36,-1.0,0,aprovado
5097,15,3,3,4,72,0,0,4.54,8.5,10.0,1,aprovado
5098,28,13,3,4,36,1,3,7.76,10.0,-1.0,0,aprovado
5099,31,8,7,2,45,1,3,9.71,10.0,-1.0,0,aprovado
5100,34,10,6,4,50,0,3,9.42,4.67,7.24,1,aprovado
5101,85,11,5,2,32,1,0,9.84,9.7,-1.0,0,aprovado
5102,65,15,4,2,28,1,1,8.88,3.78,4.49,1,aprovado
5103,142,16,4,1,34,0,2,4.68,2.68,5.76,1,reprovado
5104,42,5,7,4,44,0,1,8.11,6.67,-1.0,0,aprovado
5105,128,13,7,0,39,1,2,2.04,6.2,6.06,1,aprovado
5106,98,17,3,1,30,0,1,0.15,2.82,7.44,1,reprovado
5107,97,13,3,3,48,1,2,0.88,5.83,8.2,1,aprovado
5108,34,6,1,1,29,0,3,6.06,6.78,-1.0,0,aprovado
5109,106,13,3,4,24,1,1,8.73,7.43,-1.0,0,aprovado
5110,120,18,2,0,44,0,1,5.45,10.0,-1.0,0,aprovado
5111,80,12,0,4,52,0,1,3.41,7.38,8.59,1,aprovado
5112,40,9,1,1,24,1,3,7.57,5.98,-1.0,0,aprovado
5113,92,12,6,0,41,1,2,3.23,9.46,5.68,1,aprovado
5114,72,13,4,0,32,0,3,4.15,1.55,5.37,1,reprovado
5115,72,13,0,1,62,0,3,4.53,7.75,9.05,1,aprovado
5116,16,4,5,0,38,0,1,4.18,4.9,8.59,1,aprovado
5117,92,18,6,1,28,1,3,8.57,6.21,-1.0,0,aprovado
5118,28,6,6,4,34,1,1,2.73,8.65,7.48,1,aprovado
5119,128,19,7,4,40,0,2,5.53,3.8,9.45,1,aprovado
5120,44,7,2,2,13,1,2,6.08,5.3,-1.0,0,reprovado
5121,15,6,1,0,46,1,3,2.61,8.92,10.0,1,aprovado
5122,27,10,7,3,52,0,1,2.27,6.2,10.0,1,aprovado
5123,29,8,1,1,11,1,2,5.82,5.34,-1.0,0,reprovado
5124,119,17,0,4,22,0,1,6.78,6.54,-1.0,0,aprovado
5125,62,15,3,4,56,0,1,1.9,5.58,10.0,1,aprovado
5126,94,18,5,4,29,1,2,2.03,5.44,7.5,1,aprovado
5127,119,14,5,4,35,0,3,2.47,5.12,9.32,1,aprovado
5128,73,13,6,3,39,1,1,4.88,4.86,7.18,1,aprovado
5129,44,14,6,1,24,1,2,9.66,6.67,-1.0,0,aprovado
5130,64,16,5,3,38,1,0,6.06,8.44,-1.0,0,aprovado
5131,47,14,6,0,39,1,1,6.08,10.0,-1.0,0,aprovado
5132,148,24,4,3,34,1,0,3.34,7.6,5.75,1,reprovado
5133,71,8,1,1,55,0,2,0.85,8.0,10.0,1,aprovado
5134,23,6,7,1,20,1,3,5.8,9.27,-1.0,0,aprovado
5135,141,16,4,2,61,1,0,2.62,9.46,10.0,1,aprovado
5136,20,8,4,3,45,0,3,2.01,5.4,10.0,1,aprovado
5137,128,23,7,0,20,1,2,5.71,3.98,5.78,1,reprovado
5138,40,6,4,3,21,0,0,6.22,6.66,-1.0,0,aprovado
5139,41,5,0,0,69,0,2,3.63,6.9,9.38,1,aprovado
5140,28,12,5,1,26,0,0,5.88,3.68,5.03,1,reprovado
5141,31,7,1,3,34,0,2,7.84,7.12,-1.0,0,aprovado
5142,103,17,5,1,34,0,1,10.0,7.35,-1.0,0,aprovado
5143,79,12,7,3,24,1,2,6.14,7.73,-1.0,0,aprovado
5144,87,12,6,1,44,1,1,1.37,9.26,8.3,1,aprovado
5145,93,18,6,0,23,0,2,8.85,1.84,3.88,1,aprovado
5146,28,3,4,1,39,0,0,5.6,2.62,8.2,1,aprovado
5147,80,13,4,1,44,1,0,6.62,8.72,-1.0,0,aprovado
5148,89,19,1,3,12,0,3,9.28,5.1,-1.0,0,aprovado
5149,74,15,0,0,31,1,3,9.36,3.88,8.14,1,aprovado
5150,55,16,6,3,38,1,0,0.92,9.07,5.09,1,aprovado
5151,111,19,1,0,24,0,0,4.62,4.86,7.6,1,aprovado
5152,76,18,7,1,23,1,0,8.88,9.3,-1.0,0,aprovado
5153,76,18,6,2,5,1,2,7.83,5.65,-1.0,0,aprovado
5154,63,12,7,4,44,1,1,3.49,7.83,7.46,1,aprovado
5155,93,13,2,4,43,0,1,8.08,6.5,-1.0,0,aprovado
5156,136,14,1,2,41,0,2,6.34,8.35,-1.0,0,aprovado
5157,63,14,5,1,27,1,3,6.23,8.46,-1.0,0,aprovado
5158,75,15,1,3,20,0,0,5.77,7.11,-1.0,0,aprovado
5159,62,14,5,2,28,1,1,4.45,6.47,6.39,1,aprovado
5160,115,17,2,4,46,0,1,5.22,7.41,-1.0,0,aprovado
5161,61,16,0,2,46,0,0,0.27,4.79,10.0,1,aprovado
5162,140,14,0,2,32,0,3,5.95,7.65,-1.0,0,aprovado
5163,134,14,3,1,59,0,1,0.14,7.96,7.64,1,aprovado
5164,103,13,3,0,35,0,0,7.78,3.24,8.0,1,aprovado
5165,73,9,2,0,44,1,0,6.41,10.0,-1.0,0,aprovado
5166,129,19,5,1,36,0,0,3.27,5.22,6.97,1,aprovado
5167,124,14,3,0,13,1,1,7.71,5.96,-1.0,0,aprovado
5168,124,19,2,1,42,0,0,4.37,3.24,6.29,1,reprovado
5169,92,14,5,4,55,1,1,3.65,8.36,7.2,1,aprovado
5170,58,15,5,4,26,1,0,5.99,5.63,-1.0,0,reprovado
5171,91,12,3,3,60,1,3,4.99,10.0,10.0,1,aprovado
5172,59,11,6,4,68,0,2,3.49,7.56,10.0,1,aprovado
5173,121,12,5,3,30,0,3,5.84,5.79,-1.0,0,reprovado
5174,108,20,0,3,37,1,3,9.42,8.02,-1.0,0,aprovado
5175,101,19,5,2,30,1,0,0.67,7.47,5.82,1,aprovado
5176,131,19,2,2,69,0,3,0.03,7.92,10.0,1,aprovado
5177,27,3,4,3,48,1,3,7.86,10.0,-1.0,0,aprovado
5178,61,12,0,0,16,1,2,5.05,5.65,-1.0,0,reprovado
5179,56,8,2,2,36,0,1,0.28,5.88,5.62,1,reprovado
5180,18,4,4,3,69,0,2,1.75,7.74,10.0,1,aprovado
5181,90,14,4,0,31,0,3,5.12,4.36,5.52,1,reprovado
5182,109,21,3,1,14,1,2,7.55,8.08,-1.0,0,reprovado
5183,90,14,1,4,21,1,3,5.71,9.25,-1.0,0,aprovado
5184,101,12,7,0,25,1,2,1.43,2.84,5.88,1,reprovado
5185,142,15,7,0,27,0,1,6.68,3.92,4.58,1,reprovado
5186,123,22,1,2,20,0,0,8.51,4.99,4.11,1,reprovado
5187,114,11,1,2,25,1,3,6.36,4.44,5.58,1,reprovado
5188,148,19,4,4,32,0,2,2.08,5.09,4.82,1,reprovado
5189,145,24,1,4,24,1,1,9.06,7.86,-1.0,0,reprovado
5190,134,13,2,2,34,0,2,5.48,5.93,-1.0,0,reprovado
5191,45,11,3,2,33,1,3,6.07,10.0,-1.0,0,aprovado
5192,128,14,6,3,30,1,0,8.29,6.31,-1.0,0,aprovado
5193,108,14,2,4,27,1,2,8.17,6.94,-1.0,0,aprovado
5194,107,18,5,3,5,1,1,5.89,5.54,-1.0,0,reprovado
5195,48,11,6,2,40,1,0,8.87,10.0,-1.0,0,aprovado
5196,22,8,0,3,36,0,1,4.35,2.85,5.63,1,reprovado
5197,34,12,0,2,28,1,2,6.59,7.17,-1.0,0,aprovado
5198,135,22,4,1,46,1,2,2.06,8.56,6.75,1,reprovado
5199,137,22,4,1,56,1,0,3.59,9.15,10.0,1,reprovado
5200,43,7,1,0,25,1,0,5.62,8.18,-1.0,0,aprovado
5201,55,8,1,1,49,0,2,2.09,8.16,6.18,1,aprovado
5202,134,21,1,3,31,1,1,8.79,7.96,-1.0,0,reprovado
5203,77,9,7,4,18,1,0,7.46,5.11,-1.0,0,aprovado
5204,27,7,2,0,24,1,1,8.31,8.3,-1.0,0,aprovado
5205,76,16,1,4,28,1,3,8.62,4.28,5.27,1,aprovado
5206,43,14,0,1,24,1,2,8.04,7.96,-1.0,0,aprovado
5207,18,4,2,1,25,1,2,7.04,7.62,-1.0,0,aprovado
5208,46,12,3,1,44,1,0,5.4,8.55,-1.0,0,aprovado
5209,23,11,0,3,38,0,2,2.24,6.29,5.21,1,reprovado
5210,72,13,5,1,65,0,0,2.23,6.44,8.54,1,aprovado
5211,100,15,7,4,40,1,3,8.58,4.91,6.93,1,aprovado
5212,130,13,0,1,65,0,3,0.09,6.16,8.78,1,aprovado
5213,17,12,6,2,75,0,3,4.58,10.0,10.0,1,aprovado
5214,47,15,3,0,30,0,2,1.16,2.61,8.38,1,reprovado
5215,111,13,5,4,50,0,0,5.42,10.0,-1.0,0,aprovado
5216,88,19,4,2,46,0,2,5.09,8.72,-1.0,0,aprovado
5217,51,9,7,0,66,0,1,3.52,9.93,10.0,1,aprovado
5218,42,13,5,1,45,1,3,4.48,9.84,9.7,1,aprovado
5219,98,14,4,2,56,1,2,1.01,8.32,8.55,1,aprovado
5220,32,5,5,2,40,1,1,7.99,9.68,-1.0,0,aprovado
5221,115,21,5,4,38,1,0,2.98,5.5,9.67,1,reprovado
